sample_name	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	SubjectID	Location	SampleType	SampleCollectionWeek
N15_2_4	14.485048698739996	17.331535289051818	9.019468358922461	-0.7403133498086452	5.034322482820633	-2.112109691829083	3.167682238342632	1.7980234659789056	-0.36778832674601586	2.203031317404314	N15	UCMC	Stool	Week.3
N16_1_2	-7.688296307654139	1.6854433179593535	-1.2389735993598652	1.7238449689248494	-1.1389051440057065	-0.19534397678721604	2.0606342070798056	-0.16018537223057128	0.6262874263900237	0.8398830597788228	N16	UCMC	Axilla	Week.1
N16_1_2	-7.688296307654139	1.6854433179593535	-1.2389735993598652	1.7238449689248494	-1.1389051440057065	-0.19534397678721604	2.0606342070798056	-0.16018537223057128	0.6262874263900237	0.8398830597788228	ZJH_N16	ZCH	Axilla	Week.1
N16_1_3	-2.9236336705599455	-1.571202301265805	0.84382336743702	2.9253560733250272	-0.3656799413677058	-1.246276856878781	3.7418947660522024	-0.9641586575602902	0.04353787119931534	2.147708306324218	N16	UCMC	Groin	Week.1
N16_1_3	-2.9236336705599455	-1.571202301265805	0.84382336743702	2.9253560733250272	-0.3656799413677058	-1.246276856878781	3.7418947660522024	-0.9641586575602902	0.04353787119931534	2.147708306324218	ZJH_N16	ZCH	Groin	Week.1
N16_1_4	4.610559801020368	-5.15149848437839	2.0436256335266645	1.0213329273435845	2.758097619260303	-3.160493191379	2.499472888748425	-1.5887563466197525	0.8831216732608564	4.103123854477977	N16	UCMC	Stool	Week.1
N16_2_2	-6.005069760503746	1.3574764247039397	-1.568547934727183	-0.7117353357651769	0.7365723613221364	0.13738072305271296	-0.2703637083101016	0.33918977976207854	1.493662742259903	2.1390519242127692	N16	UCMC	Axilla	Week.3
N16_2_2	-6.005069760503746	1.3574764247039397	-1.568547934727183	-0.7117353357651769	0.7365723613221364	0.13738072305271296	-0.2703637083101016	0.33918977976207854	1.493662742259903	2.1390519242127692	ZJH_N16	ZCH	Axilla	Week.3
N16_2_3	13.128364094953703	10.439894960944986	5.567860861472661	-1.077244898451057	8.534048515084443	-1.5762329100014962	5.30138739332399	1.8756981392086756	-1.5072082229914392	2.880533567159187	N16	UCMC	Groin	Week.3
N16_2_3	13.128364094953703	10.439894960944986	5.567860861472661	-1.077244898451057	8.534048515084443	-1.5762329100014962	5.30138739332399	1.8756981392086756	-1.5072082229914392	2.880533567159187	ZJH_N16	ZCH	Groin	Week.3
N16_2_4	13.972933039311231	12.430805366158781	7.9579163644994875	-0.39951429564001684	5.619576315022296	-2.5900763107869254	3.2335669454245775	1.1813690997579214	-2.6959990067582154	3.834305649969796	N16	UCMC	Stool	Week.3
N16_2_4	13.972933039311231	12.430805366158781	7.9579163644994875	-0.39951429564001684	5.619576315022296	-2.5900763107869254	3.2335669454245775	1.1813690997579214	-2.6959990067582154	3.834305649969796	ZJH_N16	ZCH	Stool	Week.3
N17_1_2	-5.137512516243706	0.026921456793856505	-1.0801427141712816	-1.772019600703582	0.6948265503516201	2.9267500583759296	-0.3013054713109922	1.306331836626338	-0.11881503747297831	-0.39528919392040296	N17	UCMC	Axilla	Week.1
N17_1_2	-5.137512516243706	0.026921456793856505	-1.0801427141712816	-1.772019600703582	0.6948265503516201	2.9267500583759296	-0.3013054713109922	1.306331836626338	-0.11881503747297831	-0.39528919392040296	ZJH_N17	ZCH	Axilla	Week.1
N17_1_3	5.995167906774508	-0.45058379672298776	-2.0019696923014334	-0.9406346208771219	2.1649599376854582	2.280815343568369	0.43912992350165225	-0.46006174035900216	-4.1588519392666825	-2.178194951238936	N17	UCMC	Groin	Week.1
N17_1_3	5.995167906774508	-0.45058379672298776	-2.0019696923014334	-0.9406346208771219	2.1649599376854582	2.280815343568369	0.43912992350165225	-0.46006174035900216	-4.1588519392666825	-2.178194951238936	ZJH_N17	ZCH	Groin	Week.1
N17_1_4	10.91961649345292	-0.055341469606488516	-3.247309090682229	0.580799773994146	2.504212639353027	-1.111220571842667	0.3614942819136387	-2.736839634027224	-5.637618499230642	-2.3554905594602182	N17	UCMC	Stool	Week.1
N17_1_4	10.91961649345292	-0.055341469606488516	-3.247309090682229	0.580799773994146	2.504212639353027	-1.111220571842667	0.3614942819136387	-2.736839634027224	-5.637618499230642	-2.3554905594602182	ZJH_N17	ZCH	Stool	Week.1
N17_2_2	-4.589259914082407	1.0457408680973437	-2.544120530068498	-0.615024012090249	0.13006962401570607	1.9151799565173127	-0.20293680833668581	0.864404314765607	1.1025681447115334	0.49613713414010263	N17	UCMC	Axilla	Week.3
N17_2_2	-4.589259914082407	1.0457408680973437	-2.544120530068498	-0.615024012090249	0.13006962401570607	1.9151799565173127	-0.20293680833668581	0.864404314765607	1.1025681447115334	0.49613713414010263	ZJH_N17	ZCH	Axilla	Week.3
N17_2_3	4.809456736068499	-3.2412131391710624	-0.30687081629302304	0.6072051709151981	-2.363015077769836	1.255310200419125	-1.2268439881808442	-0.6722213311301187	1.0832817031447561	0.8459842377190947	N17	UCMC	Groin	Week.3
N17_2_3	4.809456736068499	-3.2412131391710624	-0.30687081629302304	0.6072051709151981	-2.363015077769836	1.255310200419125	-1.2268439881808442	-0.6722213311301187	1.0832817031447561	0.8459842377190947	ZJH_N17	ZCH	Groin	Week.3
N17_2_4	11.421291083963503	-3.4856896093326752	-4.505096872342852	0.2764708926048347	-0.8551866211872141	1.6099895988922515	-1.0664717102024677	1.61355684845155	3.143075195191231	1.4180836774309247	N17	UCMC	Stool	Week.3
N17_2_4	11.421291083963503	-3.4856896093326752	-4.505096872342852	0.2764708926048347	-0.8551866211872141	1.6099895988922515	-1.0664717102024677	1.61355684845155	3.143075195191231	1.4180836774309247	ZJH_N17	ZCH	Stool	Week.3
N18_1_2	-7.747021169348024	2.7442453856370115	-2.8952229702565333	0.2535256080052982	-0.11697492396540612	-0.10817385572278372	-0.14119012151635396	0.17805489655692114	0.1065208076831951	0.30740291106189116	N18	UCMC	Axilla	Week.1
N18_1_2	-7.747021169348024	2.7442453856370115	-2.8952229702565333	0.2535256080052982	-0.11697492396540612	-0.10817385572278372	-0.14119012151635396	0.17805489655692114	0.1065208076831951	0.30740291106189116	ZJH_N18	ZCH	Axilla	Week.1
N18_1_3	-8.578009299336596	4.3618437136046895	-4.767037419246884	1.3620122707934925	-0.31830152435014686	0.032869583828127796	0.44074136205473735	0.5433156542225729	0.0018106141495063028	-0.5379233888650679	N18	UCMC	Groin	Week.1
